area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Kaggalipura,2,Baowsig,950,2,1,60
Super built-up  Area,18-May,Silk Board,3,,1250,3,2,54
Super built-up  Area,Ready To Move,Doddakallasandra,2,,1072,2,1,42.87
Super built-up  Area,Ready To Move,Ankappa Layout,3,Siuntar,1425,2,2,65
Built-up  Area,Ready To Move,Uttarahalli,2,Sencys ,1165,1,0,42.09
Super built-up  Area,Ready To Move,Kathriguppe,3,,1390,2,2,69.49
Built-up  Area,Ready To Move,Kalena Agrahara,3,Rahidhi,1510,3,2,78
Super built-up  Area,Ready To Move,Thanisandra,2,G conTh,1305,2,2,90
Plot  Area,Ready To Move,Vidyaranyapura,6,,1200,6,2,170
Built-up  Area,Ready To Move,Kodigehaali,2,Vitat H,866,2,2,32
Super built-up  Area,Ready To Move,Hulimavu,2,Vandak ,1231,2,1,84.5
Super built-up  Area,Ready To Move,Sompura,3,,1360,2,3,45
Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,2500,3,3,138
Super built-up  Area,Ready To Move,Whitefield,2,Sonviik,1140,2,3,55
Super built-up  Area,21-Dec,Kanakpura Road,1,PrarePa,525,1,1,30
Super built-up  Area,19-Sep,Whitefield,2,,1295,2,1,64.5
Super built-up  Area,Ready To Move,Hormavu,2,,1020,2,2,45.75
Super built-up  Area,18-Dec,Old Airport Road,4,Jaades ,3504,4,,262
Plot  Area,Ready To Move,Sidedahalli,2,,1200,1,0,50
Super built-up  Area,Ready To Move,Vidyaranyapura,2,DSestil,1100,2,1,41
Plot  Area,19-Dec,Bannerghatta Road,4,Putere ,4723,4,3,500
Super built-up  Area,Ready To Move,Kothannur,2,,820,2,2,37
Plot  Area,Ready To Move,Sarjapur,4,Prldsum,3508,4,1,386
Plot  Area,Ready To Move,Versova Layout,4,,3700,4,2,400
Super built-up  Area,Ready To Move,Kalena Agrahara,2,Ajresre,1354,2,2,70
Super built-up  Area,Ready To Move,Basavangudi,4,Bousey ,2453,3,2,250
Super built-up  Area,Ready To Move,Garudachar Palya,2,,1154,2,1,51.8
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,,1680,2,3,92
Super built-up  Area,18-May,Electronics City Phase 1,2,Shitt S,1205,2,2,60
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,,1400,2,2,86
Carpet  Area,Ready To Move,Doopanahalli,3,VancyRe,1625,3,1,150
Built-up  Area,Ready To Move,Electronic City,3,,1500,3,1,73
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1520,2,3,80
Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2,,1300,3,1,65
Super built-up  Area,Ready To Move,Manayata Tech Park,2,,1150,2,2,47
Super built-up  Area,18-Apr,Kadugodi,3,Alestrb,1762,3,3,109
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1153,2,2,58
Super built-up  Area,Ready To Move,Yelahanka,4,LedorSa,2650,4,1,223
Super built-up  Area,Ready To Move,Sompura,3,SSityri,1350,2,2,47
Super built-up  Area,Ready To Move,Billekahalli,2,Raony C,950,2,2,56
Super built-up  Area,Ready To Move,Jakkur,3,Leero C,3295,3,3,310
Super built-up  Area,Ready To Move,Coconut Grove Layout,3,Keleti ,1515,3,3,80.5
Super built-up  Area,Ready To Move,Neeladri Nagar,2,Vincy R,1100,2,2,30
Super built-up  Area,Ready To Move,Byrasandra,2,,1250,2,2,65
Built-up  Area,Ready To Move,HBR Layout,2,,1200,2,0,120
Super built-up  Area,Ready To Move,5th Phase JP Nagar,7,,2500,8,3,95
Plot  Area,Ready To Move,Hoskote,4,,1200,4,2,100
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1355,2,2,51.5
Super built-up  Area,18-May,Dominic Layout,3,,1115,3,1,39.14
Super built-up  Area,18-Apr,8th Phase JP Nagar,3,,1275,3,2,45
Super built-up  Area,19-Sep,Padmanabhanagar,3,SollyCl,2051,3,2,170
Super built-up  Area,Ready To Move,BTM Layout,3,MRsicla,1470,2,2,99
Super built-up  Area,Ready To Move,Silver Springs Layout,3,VaantPl,1550,2,3,70
Built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1270,2,1,73
Super built-up  Area,18-Jul,Bhoganhalli,4,Rosha I,2119,4,2,111
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,Goateds,1600,3,3,170
Super built-up  Area,Ready To Move,Kudlu Gate,3,ACiteda,1320,2,2,50
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3,MJarlPe,2505,3,,165
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,Dhndsh ,1410,2,1,54
Super built-up  Area,Ready To Move,Whitefield,2,DNlleks,1200,2,3,70
Super built-up  Area,18-Oct,Chennammana Kere,3,,1705,2,1,86.96
Super built-up  Area,Ready To Move,Electronic City,2,Palleon,995,2,1,48
Built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1081,2,1,52
Super built-up  Area,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46
Super built-up  Area,18-Dec,Sonnenahalli,1,Skacak ,605,1,1,30.24
Built-up  Area,Ready To Move,Yelahanka,1,Ardanru,567,1,1,25
Super built-up  Area,Ready To Move,Rajaji Nagar,2,,1718,3,2,275
Super built-up  Area,20-Dec,Banashankari Stage VI,3,Brens7 ,1400 - 1421,2,0,70.385
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3,,600,5,1,135
Super built-up  Area,Ready To Move,Green Glen Layout,3,SoosePr,1715,3,2,105
Plot  Area,Ready To Move,Doddaballapur,4,,3206,5,,270
Plot  Area,Ready To Move,Kundalahalli,4,Roima A,1500,4,,235
Super built-up  Area,Ready To Move,Bannerghatta Road,3,Esave E,1846,3,2,120
Plot  Area,Ready To Move,Coconut Garden,3,,600,3,1,90
Super built-up  Area,Ready To Move,Whitefield,2,AHodsWo,1015,2,3,56
Plot  Area,Ready To Move,Dollars Colony,4,,4350,8,,2600
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1100,2,1,36
Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1965,4,2,125
Super built-up  Area,Ready To Move,NGR Layout,2,,1021,2,2,45.9
Super built-up  Area,18-Apr,Haralur Road,2,SNnia E,1230,2,1,67.65
Super built-up  Area,Ready To Move,Uttarahalli,2,,1260,2,2,55
Plot  Area,Ready To Move,Indira Nagar,4,,2400,4,1,700
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1894,4,1,114
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6,,1500,4,2,233
Super built-up  Area,20-Jun,Jakkur,3,SoineC ,1950,3,2,131
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,NDpalSe,1231,2,3,66
Super built-up  Area,Ready To Move,Mahadevpura,2,Neisei ,1236,2,1,58
Built-up  Area,Ready To Move,R.T. Nagar,4,,1800,3,0,120
Super built-up  Area,Ready To Move,KAMAKIYA,3,,1650,3,2,135
Plot  Area,Ready To Move,Kirloskar Layout,5,,750,3,1,88
Super built-up  Area,Ready To Move,Begur,3,Arera V,1443,2,2,70
Plot  Area,Ready To Move,Ramamurthy Nagar,4,,886,4,2,120
Super built-up  Area,Ready To Move,Wheelers Road,2,,925,2,1,68
Super built-up  Area,18-Sep,Chandapura,3,SunceEs,1305,3,1,33.28
Super built-up  Area,Ready To Move,Alfa Garden Layout,2,,1190,2,2,46.41
Super built-up  Area,Ready To Move,Uttarahalli,2,,1284,2,2,53.36
Plot  Area,Ready To Move,MM Layout,4,,350,3,1,45
Plot  Area,Ready To Move,Palace Guttahalli,3,,875,3,1,115
Built-up  Area,Ready To Move,Chikkalasandra,2,,1325,2,1,59
Plot  Area,Ready To Move,Sector 6 HSR Layout,6,,2400,5,2,750
Super built-up  Area,18-Jun,Kudlu Gate,2,Sanzaat,1183,2,1,79.54
Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3,Almid P,1750,3,2,100
Super built-up  Area,Ready To Move,Nagashetty Halli,4,,16335,4,2,149
Super built-up  Area,Ready To Move,Doddagubbi,1,,747,1,2,27
Super built-up  Area,Ready To Move,Electronic City,2,Prarkun,1342,2,1,90
Super built-up  Area,Ready To Move,Motappa Layout,2,Puodse ,1113,2,1,52
Super built-up  Area,Ready To Move,Devarabeesana Halli,3,Thionav,1738,3,2,110
Super built-up  Area,Ready To Move,Brookefield,2,CidgeKn,1206,2,,90
Super built-up  Area,19-Mar,Hebbal,4,Raard B,2790,4,3,198
Super built-up  Area,18-Mar,Hebbal,2,,1162,2,1,59
Super built-up  Area,Ready To Move,Parappana Agrahara,2,,1194,2,2,46
Built-up  Area,Ready To Move,Sarjapur  Road,3,Adeatlm,1857,4,3,155
Built-up  Area,Ready To Move,Kattigenahalli,6,,3500,6,,115
Super built-up  Area,Ready To Move,Rajaji Nagar,2,PhestOn,1763,3,2,240
Super built-up  Area,Ready To Move,Uttarahalli,2,,1150,2,1,45.99
Plot  Area,Ready To Move,Koramangala,4,,2400,5,3,550
Super built-up  Area,Ready To Move,Chikkalasandra,2,V2avei ,1290,2,2,72
Built-up  Area,Ready To Move,Thubarahalli,4,VincyRe,3408,5,,145
Built-up  Area,Ready To Move,HBR Layout,2,,900,2,1,145
Built-up  Area,Ready To Move,Sanjay nagar,2,,1150,2,0,70
Plot  Area,Ready To Move,Banashankari,3,,1040,2,1,109
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1160,2,2,64.08
Super built-up  Area,Ready To Move,Soundarya Layout,2,,900,2,2,27
Plot  Area,Ready To Move,Sarjapur  Road,4,NVanat ,1750,3,1,185
Built-up  Area,18-Dec,Electronic City,3,,1320,2,1,38.12
Super built-up  Area,Ready To Move,Lingadheeranahalli,4,Soiewre,2240,4,2,160
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,Shaceop,891,2,1,26
Plot  Area,Ready To Move,Udaya Nagar,5,,1000,4,3,80
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,SoechHa,1852,3,2,125
Super built-up  Area,Ready To Move,Chandapura,3,Siissi ,1323,2,1,42
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1404,2,1,67.5
Built-up  Area,Ready To Move,Dodda Nekkundi,2,,1370,2,2,60
Super built-up  Area,Ready To Move,Uttarahalli,3,,1385,2,2,48.48
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,Mauner ,1129,2,1,50
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3,Asmosz ,1876,3,1,150
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3,Soosea ,1720,3,1,95
Plot  Area,Ready To Move,Jalahalli East,4,,1200,4,1,80
Super built-up  Area,Ready To Move,Mysore Road,2,PrntaEn,1175,2,2,86.68
Super built-up  Area,Ready To Move,Nagawara Junction,1,,500,1,2,51
Plot  Area,Ready To Move,Dasappa Layout,5,,1200,5,2,85
Built-up  Area,Ready To Move,Electronic City Phase II,1,,1200,1,0,295
Super built-up  Area,19-Jan,Hosa Road,3,Sosisic,1893,3,2,130
Super built-up  Area,Ready To Move,Whitefield,3,JahanSa,1430,3,2,52
Built-up  Area,Ready To Move,Green View Layout,2,DSeme S,850,2,2,45
Super built-up  Area,17-Mar,CV Raman Nagar,2,Pu270a ,1392,2,1,110
Super built-up  Area,21-Mar,Kanakpura Road,3,GolusLi,1938,3,3,105
Super built-up  Area,18-Oct,Chennammanakere Achukattu,2,,1020,2,2,52
Plot  Area,Ready To Move,"beml layout, basaveshwara nagar",3,,2400,2,1,360
Super built-up  Area,Ready To Move,HBR Layout,3,Giersin,1832,3,2,160
Super built-up  Area,Ready To Move,Konanakunte,3,,1423,2,2,85
Super built-up  Area,Ready To Move,Jakkur,2,HRaniIb,1432,2,1,85
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4,,1350,4,3,235
Plot  Area,Ready To Move,BTM 2nd Stage,8,,1500,6,0,270
Super built-up  Area,Ready To Move,CV Raman Nagar,3,,1480,3,2,65
Super built-up  Area,Ready To Move,Kanakpura Road,3,Puestol,1843,3,2,96.2
Plot  Area,Ready To Move,Lingarajapuram,3,,760,4,2,95
Super built-up  Area,18-Dec,Hulimavu,3,NiarkHy,1916,2,1,150
Super built-up  Area,Ready To Move,Hennur,2,,1255,2,1,55.5
Super built-up  Area,Ready To Move,Yelenahalli,2,,1160,2,2,44.08
Super built-up  Area,18-Jun,Old Madras Road,2,Brica E,2640,2,1,170
Super built-up  Area,Ready To Move,Bommanahalli,2,Maoseer,1160,2,3,53
Built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1200,2,1,80
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1100,2,1,44
Carpet  Area,Ready To Move,Ramagondanahalli,3,Reitice,1500,3,3,100
Super built-up  Area,18-May,Electronic City Phase II,3,MJtroty,1336,2,3,50.35
Built-up  Area,Ready To Move,Choodasandra,2,Maidsr ,1065,2,1,46
Super built-up  Area,Ready To Move,Hebbal,2,Prersis,1294,2,1,115
Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1550,3,2,68.5
Super built-up  Area,18-Dec,Whitefield,2,Prtates,1216,2,1,75
Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2,,1005,2,2,40
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brnia G,1430,2,1,102
Super built-up  Area,18-Dec,Frazer Town,4,Emsisy ,4100,4,3,660
Super built-up  Area,22-Jun,Hoodi,3,GoAirej,1660,3,2,125
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,3,56
Super built-up  Area,Ready To Move,Hennur Road,3,DSreerk,1470,2,1,75
Super built-up  Area,Ready To Move,Jalahalli,2,Vaniai ,1045,2,1,76.77
Super built-up  Area,Ready To Move,Hebbal,4,Brium C,4000 - 4450,6,0,359
Built-up  Area,Ready To Move,Anjanapura,2,ACopsva,950,2,0,30
Super built-up  Area,Ready To Move,Doddathoguru,3,SKterAs,1382,3,1,65
Super built-up  Area,Ready To Move,BTM 2nd Stage,2,,930,2,2,46
Super built-up  Area,Ready To Move,Sarjapur  Road,3,DSndsod,1660,2,2,116
Super built-up  Area,Ready To Move,Vijinapura,2,Vadidpl,1290,2,2,71.95
Built-up  Area,Ready To Move,Whitefield,3,JahanSa,1010,2,1,45
Built-up  Area,Ready To Move,Brookefield,4,Sringlv,3050,4,,130
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,Adxira ,1200,2,2,71
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,3,,1650,3,2,140
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1636,3,2,88
Super built-up  Area,Ready To Move,Rajaji Nagar,3,PhestOn,2367,3,2,320
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1153,2,2,56.55
Super built-up  Area,Ready To Move,Hegde Nagar,3,SoisoCa,2087.01,4,2,160
Super built-up  Area,Ready To Move,LB Shastri Nagar,2,MancyRe,1200,2,1,47
Super built-up  Area,Ready To Move,HSR Layout,3,SrisePo,1844,3,1,89
Super built-up  Area,18-Dec,Hosa Road,3,Sosisic,142.84Sq. Meter,3,1,110
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1215,2,1,43.75
Super built-up  Area,18-Jul,Sarjapur  Road,2,,1194,2,1,57
Built-up  Area,Ready To Move,Chennappa Layout,2,VaireSo,1220,2,2,52
Built-up  Area,Ready To Move,1st Block HBR Layout,4,,3150,4,2,150
Super built-up  Area,21-Dec,Kanakpura Road,1,PrarePa,525,1,1,26
Super built-up  Area,18-May,Bommasandra,2,SSestth,955,2,1,37.97
Built-up  Area,Ready To Move,Kadugondanahalli,5,,2000,5,,75
Super built-up  Area,18-Aug,Magadi Road,2,Vrenty ,884,2,1,48
Super built-up  Area,Ready To Move,Kathriguppe,2,,1250,2,1,68.75
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2,,7000,2,1,135
Plot  Area,Ready To Move,Dodda Nekkundi,3,FetatHa,2400,4,2,300
Super built-up  Area,Ready To Move,Harlur,4,Shodsir,2990,4,1,225
Super built-up  Area,Ready To Move,Bellandur,2,SRageri,1195,2,1,52
Super built-up  Area,Ready To Move,Sadhguru Layout,1,,2559,1,1,55
Built-up  Area,18-Mar,Begur,2,,1200,2,1,33
Super built-up  Area,18-Nov,Sarjapur  Road,2,AsastDe,984,2,1,45.75
Super built-up  Area,Ready To Move,Bommasandra,2,TCncyn ,1089,2,1,40
Super built-up  Area,19-Mar,Hennur Road,2,Orens G,1165,2,1,52
Super built-up  Area,Ready To Move,Chandapura,1,,410,1,1,10
Super built-up  Area,18-Dec,Hennur,3,Puveshe,1482,3,1,110
Built-up  Area,Ready To Move,Ramamurthy Nagar,2,,1200,2,1,68
Super built-up  Area,19-Dec,Kanakapura,3,GoityEt,1938,3,3,113
Super built-up  Area,18-Apr,Hormavu,3,,1166,2,2,34.97
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1275,2,2,55.46
Super built-up  Area,Ready To Move,Mico Layout,2,Inasy E,1140,2,2,43
Plot  Area,Ready To Move,Hegde Nagar,4,Sotosty,3734,5,1,430
Super built-up  Area,Ready To Move,Tejaswini Nagar,1,Raood R,720,1,2,28
Plot  Area,18-Apr,Nagarbhavi,3,,1200,3,2,228
Built-up  Area,Ready To Move,Richards Town,2,Alnorrm,1100,2,1,90
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,,1162,2,2,98.77
Built-up  Area,Ready To Move,Ramamurthy Nagar,1,,540,1,0,35
Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1550,2,2,73.5
Plot  Area,Ready To Move,R.T. Nagar,3,,1300,3,,145
Plot  Area,Ready To Move,Ullal Road,5,,1200,5,1,130
Super built-up  Area,Ready To Move,Chikbasavanapura,2,SatonLi,1220,2,2,60
Super built-up  Area,Ready To Move,Doddathoguru,2,,964,2,1,62
Built-up  Area,21-Dec,"Electronic City Phase 1, ",3,,1500,3,2,50
Super built-up  Area,Ready To Move,Sarjapur  Road,3,DSlesSp,1347,2,1,44
Super built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",4,,5000,5,,250
Built-up  Area,Ready To Move,Bannerghatta Road,4,,3000,4,2,140
Super built-up  Area,18-Jun,Bannerghatta,2,,1120,2,1,42.5
Super built-up  Area,Ready To Move,Lake City,1,Prdenth,600,1,1,22.8
Super built-up  Area,18-Dec,Whitefield,3,Prtates,2321,4,1,157
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1,Prineth,540,1,2,24
Built-up  Area,Ready To Move,Hebbal,2,,1150,2,1,57
Built-up  Area,Ready To Move,Sonnenahalli,3,Skacak ,1484,3,1,75
Super built-up  Area,Ready To Move,Ramagondanahalli,3,Srdor S,1680,2,,68
Super built-up  Area,Ready To Move,Byagadadhenahalli,2,,620,2,1,23
Super built-up  Area,Ready To Move,Dodda Banaswadi,3,,1650,3,2,78
Super built-up  Area,18-Apr,Chuchangatta Colony,3,,1250,3,2,44
Super built-up  Area,18-Aug,Hanuman Nagar,3,,2072,3,2,108
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Usquaya,1105,2,2,40
Super built-up  Area,Ready To Move,Vidyaranyapura,2,Invenai,1200,2,2,60.5
Built-up  Area,Ready To Move,Kumaraswami Layout,7,,3100,7,3,145
Plot  Area,Ready To Move,Whitefield,4,Chllea ,4007,4,3,530
Super built-up  Area,Ready To Move,Electronic City,2,Itelaa ,550,2,1,16
Super built-up  Area,Ready To Move,Banashankari,3,,1340,2,2,53.6
Super built-up  Area,Ready To Move,Rajaji Nagar,3,PhestOn,2409,3,3,395
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,46
Super built-up  Area,Ready To Move,Vittasandra,2,,1246,2,1,65
Built-up  Area,Ready To Move,Old Airport Road,2,Canoroy,1055,2,3,75
Super built-up  Area,18-Dec,Hosa Road,3,Mahesr ,1541,3,1,69.61
Built-up  Area,Ready To Move,Harlur,2,,1370,2,2,88
Super built-up  Area,Ready To Move,Whitefield,2,Veitaus,1224,2,2,75
Plot  Area,Ready To Move,Kengeri Satellite Town,4,,650,2,1,58
Built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39
Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1676,3,,92.13
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2,PrinePr,1154,2,1,57
Super built-up  Area,Ready To Move,Kanakpura Road,3,Hahtsya,1610,3,3,78.5
Super built-up  Area,Ready To Move,Devasthanagalu,2,CMhidal,1057,2,1,42
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2,Prllsan,1157,2,1,65
Plot  Area,18-May,Doddagubbi,4,,1200,4,1,85
Plot  Area,Ready To Move,Dasappa Layout,7,,1500,7,3,130
Super built-up  Area,Ready To Move,Gulimangala,2,Daxir E,980,2,3,35
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Vaine S,1140,2,1,40
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1206,2,1,40.7
Built-up  Area,Ready To Move,Electronic City Phase II,1,,575,1,1,16.75
Super built-up  Area,Ready To Move,Koramangala,3,K ncy R,1600,3,1,170
Plot  Area,Ready To Move,1st Stage Indira Nagar,4,,2400,4,1,500
Super built-up  Area,Ready To Move,Horamavu Agara,3,,1300,2,2,52
Super built-up  Area,18-Dec,Tunganagara,3,DSdidSp,1270,2,1,35.56
Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1128,2,1,63.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,Shiaa S,640,1,1,45
Super built-up  Area,Ready To Move,4th T block Jayanagar,3,,2400,3,2,185
Plot  Area,Ready To Move,TC Palaya,3,,1200,2,0,66
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1090,2,2,38.15
Super built-up  Area,Ready To Move,Electronic City,1,Itvir M,589,1,1,29
Super built-up  Area,18-Apr,Electronic City,2,,1125,2,1,28.13
Super built-up  Area,Ready To Move,Kogilu,2,,1140,2,2,50.66
Plot  Area,Ready To Move,Sarjapur  Road,4,Adeatlm,3150,4,2,500
Super built-up  Area,Ready To Move,Kundalahalli,2,Viuliap,1315,2,3,74
Plot  Area,Ready To Move,Billamaranahalli,2,AWharan,300Sq. Yards,2,2,150
Super built-up  Area,Ready To Move,Bellandur,3,AkonyHa,1435,2,2,115
Super built-up  Area,Ready To Move,Haralur Road,2,,1092,2,2,44
Super built-up  Area,18-May,Kadugodi,2,Alestrb,1314,2,3,80
Super built-up  Area,Ready To Move,Koramangala,2,Gencysi,1260,2,1,100
Plot  Area,Ready To Move,Srirampura,7,,1875,5,1,192
Super built-up  Area,Ready To Move,Nagarbhavi,2,,1080,2,1,49
Built-up  Area,Ready To Move,Nagasandra,8,,4000,8,3,160
Super built-up  Area,18-Feb,Mysore Road,3,PrawnRa,1082,2,1,45
Super built-up  Area,Ready To Move,Jakkur,3,,1150,3,2,65
Super built-up  Area,18-Dec,Hennur Road,2,DSeldpr,1052,2,1,34.72
Super built-up  Area,Ready To Move,Yelahanka,2,,1045,2,1,45
Built-up  Area,Ready To Move,Kodigehaali,3,Shyas S,1442,3,2,80
Super built-up  Area,Ready To Move,Kaggadasapura,3,SrncyRe,1500,2,2,75
Super built-up  Area,Ready To Move,Marsur,2,Asara S,497,1,1,20
Super built-up  Area,Ready To Move,Hennur,2,Shateor,1255,2,1,53.57
Super built-up  Area,22-Jan,Vajarahalli,3,,1432,3,2,79
Built-up  Area,Ready To Move,Kundalahalli,3,Roima A,2100,3,2,150
Built-up  Area,Ready To Move,Hennur Road,2,Eltert ,1450,2,2,80
Super built-up  Area,18-May,Sarjapur  Road,2,PualeSk,1346,2,1,69.61
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,,1200,2,2,29
Super built-up  Area,Ready To Move,Electronic City Phase II,3,Assha A,925,2,1,49.82
Super built-up  Area,Ready To Move,Dasarahalli,2,,1160,2,2,49
Super built-up  Area,18-Apr,Lingadheeranahalli,3,Shiumi ,1768,3,3,81.31
Super built-up  Area,Ready To Move,Kothanur,2,,1094,2,2,54
Super built-up  Area,Ready To Move,Seetharampalya,3,,1500,3,3,90
Built-up  Area,Ready To Move,Gubbalala,3,MauilTr,1745,3,2,130
Built-up  Area,Ready To Move,Bommanahalli,7,,2875,7,,85
Super built-up  Area,Ready To Move,Byadarahalli,4,ETntsce,3500,3,3,425
Super built-up  Area,Ready To Move,Sonnenahalli,3,AdtusAn,1550,3,1,50
Super built-up  Area,Ready To Move,Rajiv Nagar,4,PuoodSk,2340,5,1,160
Super built-up  Area,19-Mar,Whitefield,3,Prtates,1655,3,2,113
Super built-up  Area,19-Jan,Battarahalli,3,PaontWa,2024,3,2,103
Built-up  Area,Ready To Move,Siddapura,4,PrstaLa,3100,5,0,425
Super built-up  Area,Ready To Move,Jalahalli,3,AFe 3Ph,1575,4,3,100
Super built-up  Area,18-Dec,Iblur Village,3,DNionfl,1920,3,2,130
Built-up  Area,Ready To Move,Sarjapur  Road,4,Adeatlm,6200,4,2,744
